Forecast Id,City id,Date,Temp(C),Minimum Temperature(C),Maximum Temperature(C),Weather Condition,Pressure(hPa),Humidity(%),Cloudiness(%),Wind(miles/hr)
wea949,sanantonio,2019-04-29 12:00:00,3.44,3.44,3.44,clear sky,1028.55,51,0,11.610030000000002
wea950,sanantonio,2019-04-29 15:00:00,9.25,9.25,9.25,clear sky,1028.65,28,0,10.334940000000001
wea951,sanantonio,2019-04-29 18:00:00,13.26,13.26,13.26,few clouds,1027.52,23,21,9.26118
wea952,sanantonio,2019-04-29 21:00:00,13.65,13.65,13.65,overcast clouds,1027.5,26,100,7.51632
wea953,sanantonio,2019-04-30 00:00:00,9.03,9.03,9.03,overcast clouds,1028.66,39,100,2.70677
wea954,sanantonio,2019-04-30 03:00:00,8.05,8.05,8.05,overcast clouds,1029.19,40,100,2.25937
wea955,sanantonio,2019-04-30 06:00:00,7.45,7.45,7.45,overcast clouds,1029.05,43,100,2.63966
wea956,sanantonio,2019-04-30 09:00:00,5.75,5.75,5.75,overcast clouds,1027.86,57,100,2.72914
wea957,sanantonio,2019-04-30 12:00:00,7.51,7.51,7.51,overcast clouds,1027.06,59,99,5.033250000000001
wea958,sanantonio,2019-04-30 15:00:00,6.05,6.05,6.05,light rain,1024.39,89,100,5.70435
wea959,sanantonio,2019-04-30 18:00:00,9.64,9.64,9.64,light rain,1021.01,91,100,7.33736
wea960,sanantonio,2019-04-30 21:00:00,13.06,13.06,13.06,light rain,1019.25,91,100,1.96856
wea961,orlando,2019-04-26 00:00:00,7.18,7.18,12.12,broken clouds,1014.08,62,65,4.54111
wea962,orlando,2019-04-26 03:00:00,5.23,5.23,8.93,broken clouds,1014.93,75,57,5.32406
wea963,orlando,2019-04-26 06:00:00,4.72,4.72,7.19,broken clouds,1014.25,80,71,4.004230000000001
wea964,orlando,2019-04-26 09:00:00,6.62,6.62,7.85,overcast clouds,1012.97,79,93,3.28839
wea965,orlando,2019-04-26 12:00:00,7.95,7.95,7.95,light rain,1011.94,91,97,5.72672
wea966,orlando,2019-04-26 15:00:00,8.62,8.62,8.62,moderate rain,1009.2,92,100,9.48488
wea967,orlando,2019-04-26 18:00:00,10.05,10.05,10.05,light rain,1005.8,94,100,8.187420000000001
wea968,orlando,2019-04-26 21:00:00,11.25,11.25,11.25,light rain,1001.99,95,100,7.270250000000001
wea969,orlando,2019-04-27 00:00:00,13.79,13.79,13.79,light rain,998.42,98,100,7.00181
wea970,orlando,2019-04-27 03:00:00,15.65,15.65,15.65,light rain,993.89,93,100,11.11789
wea971,orlando,2019-04-27 06:00:00,14.86,14.86,14.86,light rain,991.11,95,100,7.762390000000001
wea972,orlando,2019-04-27 09:00:00,10.55,10.55,10.55,light rain,990.0,89,100,8.07557
wea973,orlando,2019-04-27 12:00:00,10.05,10.05,10.05,overcast clouds,990.02,85,100,8.43349
wea974,orlando,2019-04-27 15:00:00,12.66,12.66,12.66,light rain,992.42,62,88,12.392980000000001
wea975,orlando,2019-04-27 18:00:00,12.86,12.86,12.86,light rain,993.85,57,92,11.654770000000001
wea976,orlando,2019-04-27 21:00:00,12.37,12.37,12.37,light rain,995.66,52,92,12.840380000000001
wea977,orlando,2019-04-28 00:00:00,7.03,7.03,7.03,light rain,999.77,64,86,8.59008
wea978,orlando,2019-04-28 03:00:00,5.55,5.55,5.55,broken clouds,1003.01,66,77,9.73095
wea979,orlando,2019-04-28 06:00:00,5.71,5.71,5.71,broken clouds,1005.01,70,66,10.20072
wea980,orlando,2019-04-28 09:00:00,4.81,4.81,4.81,few clouds,1007.12,72,24,9.05985
wea981,orlando,2019-04-28 12:00:00,7.05,7.05,7.05,few clouds,1009.36,59,12,9.08222
wea982,orlando,2019-04-28 15:00:00,12.48,12.48,12.48,clear sky,1010.52,43,0,7.807130000000001
wea983,orlando,2019-04-28 18:00:00,10.55,10.55,10.55,light rain,1011.18,59,50,9.194070000000002
wea984,orlando,2019-04-28 21:00:00,11.58,11.58,11.58,overcast clouds,1010.77,55,87,7.04655
wea985,orlando,2019-04-29 00:00:00,6.58,6.58,6.58,light rain,1014.2,85,91,7.538690000000001
wea986,orlando,2019-04-29 03:00:00,4.21,4.21,4.21,light rain,1018.56,77,98,11.36396
wea987,orlando,2019-04-29 06:00:00,1.87,1.87,1.87,scattered clouds,1021.71,75,49,9.64147
wea988,orlando,2019-04-29 09:00:00,0.15,0.15,0.15,clear sky,1024.83,75,0,6.35308
wea989,orlando,2019-04-29 12:00:00,3.44,3.44,3.44,clear sky,1028.55,51,0,11.610030000000002
wea990,orlando,2019-04-29 15:00:00,9.25,9.25,9.25,clear sky,1028.65,28,0,10.334940000000001
wea991,orlando,2019-04-29 18:00:00,13.26,13.26,13.26,few clouds,1027.52,23,21,9.26118
wea992,orlando,2019-04-29 21:00:00,13.65,13.65,13.65,overcast clouds,1027.5,26,100,7.51632
wea993,orlando,2019-04-30 00:00:00,9.03,9.03,9.03,overcast clouds,1028.66,39,100,2.70677
wea994,orlando,2019-04-30 03:00:00,8.05,8.05,8.05,overcast clouds,1029.19,40,100,2.25937
wea995,orlando,2019-04-30 06:00:00,7.45,7.45,7.45,overcast clouds,1029.05,43,100,2.63966
wea996,orlando,2019-04-30 09:00:00,5.75,5.75,5.75,overcast clouds,1027.86,57,100,2.72914
wea997,orlando,2019-04-30 12:00:00,7.51,7.51,7.51,overcast clouds,1027.06,59,99,5.033250000000001
wea998,orlando,2019-04-30 15:00:00,6.05,6.05,6.05,light rain,1024.39,89,100,5.70435
wea999,orlando,2019-04-30 18:00:00,9.64,9.64,9.64,light rain,1021.01,91,100,7.33736
wea1000,orlando,2019-04-30 21:00:00,13.06,13.06,13.06,light rain,1019.25,91,100,1.96856
